loan_id,balance,mortgage_rate,seasoning_months,fico,ltv,state
2597,492400.49,0.052362,142,732,0.7938,CA
2598,320969.38,0.041673,177,703,0.7795,TX
2599,119228.74,0.048546,186,730,0.7462,AZ
2600,450102.43,0.061753,121,850,0.6726,FL
2601,220862.97,0.055042,170,817,0.7294,GA
2602,532369.27,0.037678,214,675,0.8088,TX
2603,271162.61,0.061015,41,765,0.7109,NJ
2604,309315.79,0.052429,61,776,0.7033,NJ
2605,479514.57,0.047078,95,725,0.7604,TX
2606,188363.36,0.059967,63,748,0.7503,FL
2607,180451.79,0.050828,296,752,0.7144,TX
2608,258222.19,0.040843,56,679,0.8119,CA
2609,409309.86,0.070978,219,694,0.8827,NY
2610,154988.35,0.052327,45,748,0.7582,IL
2611,133170.35,0.051686,86,744,0.7145,CA
2612,408674.56,0.048449,199,708,0.6955,FL
2613,215057.29,0.0643,245,704,0.9038,NY
2614,236451.48,0.047251,54,736,0.8405,Other
2615,122324.83,0.03705,189,780,0.7587,PA
2616,207826.59,0.045713,29,737,0.8408,Other
2617,281136.25,0.065768,57,813,0.7415,NJ
2618,428767.48,0.060821,219,709,0.8038,VA
2619,199375.73,0.04995,290,749,0.71,CA
2620,594704.1,0.066233,244,724,0.8897,IL
2621,207305.7,0.059979,240,766,0.735,FL
2622,207442.34,0.049834,165,705,0.792,NC
2623,563437.05,0.050841,108,827,0.7045,AZ
2624,310257.25,0.055793,264,664,0.8503,NC
2625,220045.33,0.044181,171,817,0.7403,CA
2626,263073.86,0.052545,91,744,0.7994,PA
2627,518597.39,0.055585,48,765,0.7289,NC
2628,545681.78,0.03563,90,800,0.728,CA
2629,195329.48,0.050607,134,779,0.7725,CA
2630,276759.67,0.049469,114,707,0.7762,GA
2631,293775.33,0.062781,220,767,0.8283,FL
2632,180989.08,0.034055,57,824,0.7043,CA
2633,275114.24,0.048685,156,700,0.8955,AZ
2634,282771.74,0.047682,22,835,0.6259,Other
2635,471226.55,0.062101,91,757,0.7976,FL
2636,485697.49,0.052065,270,721,0.7524,Other
2637,243252.62,0.070461,81,700,0.7838,WA
2638,256201.9,0.059122,195,730,0.8341,IL
2639,380382.09,0.048398,41,652,0.8468,NC
2640,216785.83,0.054897,90,721,0.9268,Other
2641,367650.51,0.048959,146,728,0.8166,NC
2642,271153.97,0.061094,231,692,0.7879,FL
2643,182365.95,0.039178,168,774,0.7758,TX
2644,183399.75,0.044263,160,730,0.777,NY
2645,541001.0,0.057057,63,711,0.8474,TX
2646,262921.38,0.064758,138,725,0.7785,CA
2647,590166.12,0.03048,148,756,0.7861,NY
2648,223879.6,0.066245,128,743,0.7873,FL
2649,321593.09,0.051099,246,708,0.8124,CA
2650,827947.09,0.033661,67,746,0.8268,AZ
2651,175286.31,0.025,46,738,0.6916,CA
2652,120088.41,0.037206,147,689,0.8302,PA
2653,503312.01,0.052303,201,727,0.7565,IL
2654,194451.08,0.051841,170,766,0.6895,Other
2655,279478.92,0.058832,211,766,0.715,TX
2656,216714.65,0.047005,266,730,0.7579,TX
2657,318275.69,0.04142,92,770,0.7416,PA
2658,183920.47,0.048369,56,696,0.836,IL
2659,260153.46,0.052836,231,697,0.8453,VA
2660,345385.65,0.054808,113,729,0.7693,CA
2661,179200.58,0.044608,137,807,0.7997,FL
2662,205862.18,0.061514,179,747,0.7552,CA
2663,241271.4,0.046286,175,728,0.6933,NC
2664,148306.01,0.043803,326,809,0.7014,FL
2665,233245.67,0.047076,180,727,0.7939,TX
2666,297585.97,0.063248,48,841,0.5266,PA
2667,235673.58,0.051172,303,717,0.8608,TX
2668,249666.32,0.045555,239,694,0.8159,CA
2669,279580.14,0.061761,158,733,0.7286,TX
2670,210011.05,0.073927,198,729,0.7418,WA
2671,384992.12,0.054597,104,704,0.8501,PA
2672,538310.15,0.064838,204,850,0.7264,NJ
2673,228897.33,0.062861,71,754,0.7351,NJ
2674,350929.0,0.046444,131,761,0.6936,Other
2675,253260.09,0.052766,97,719,0.8052,CA
2676,332524.66,0.039675,168,714,0.8188,CA
2677,570689.63,0.050451,160,786,0.7674,WA
2678,354653.59,0.046238,41,665,0.8185,IL
2679,127002.68,0.048471,177,689,0.8192,Other
2680,346035.98,0.045001,46,729,0.7908,GA
2681,491289.42,0.049629,201,801,0.7741,NC
2682,255322.24,0.057822,184,723,0.8616,IL
2683,441545.2,0.051305,82,759,0.8431,CA
2684,206787.71,0.033856,42,741,0.8442,AZ
2685,144568.31,0.045039,192,798,0.8191,NJ
2686,300597.08,0.037306,221,669,0.8938,CA
2687,127974.39,0.054941,89,773,0.7212,TX
2688,253242.56,0.057533,150,731,0.8647,FL
2689,503369.12,0.055065,116,782,0.6738,TX
2690,119444.45,0.044626,338,703,0.9311,CA
2691,158613.62,0.054969,122,741,0.7303,TX
2692,177297.69,0.047799,154,735,0.8288,AZ
2693,274170.67,0.041118,288,695,0.8922,IL
2694,239289.03,0.059919,83,682,0.8545,FL
2695,529459.19,0.06068,162,714,0.7006,CA
2696,433417.5,0.061989,162,746,0.7273,NC
2697,352523.59,0.046417,174,706,0.8281,NC
2698,301201.16,0.064294,106,725,0.8251,CA
2699,336701.95,0.047564,322,655,0.8466,Other
2700,191397.55,0.059035,202,723,0.7988,TX
2701,414880.02,0.047391,123,786,0.6657,TX
2702,171027.58,0.05026,64,772,0.8403,FL
2703,410823.78,0.028288,208,736,0.7647,Other
2704,481068.1,0.049481,159,751,0.8097,WA
2705,310174.11,0.053411,162,703,0.8831,PA
2706,260590.14,0.0484,204,813,0.6574,NJ
2707,337776.41,0.070062,152,833,0.7037,FL
2708,77832.68,0.040875,142,747,0.7877,FL
2709,323196.64,0.046864,96,850,0.6693,FL
2710,268066.59,0.043451,261,709,0.8539,WA
2711,275741.01,0.046862,198,684,0.7964,GA
2712,387681.59,0.062814,67,708,0.8112,NY
2713,272761.75,0.06728,181,730,0.7703,Other
2714,168873.79,0.045492,153,844,0.8038,CA
2715,264704.34,0.04527,217,727,0.7584,CA
2716,290802.6,0.040929,140,701,0.8519,FL
2717,297069.16,0.065563,50,700,0.9054,Other
2718,303417.1,0.06371,104,791,0.6887,CA
2719,450321.06,0.05144,142,785,0.7448,CA
2720,173041.11,0.038539,117,718,0.7502,FL
2721,305304.59,0.039433,186,656,0.754,Other
2722,504068.96,0.054206,111,689,0.7861,FL
2723,129239.79,0.057993,150,817,0.683,GA
2724,305847.23,0.031839,167,771,0.7269,WA
2725,216767.29,0.049287,76,743,0.7624,GA
2726,238751.93,0.068683,78,824,0.7056,CA
2727,187744.38,0.050325,105,828,0.6419,CA
2728,261372.58,0.067396,60,738,0.7994,TX
2729,646006.62,0.05899,193,739,0.8416,VA
2730,159692.65,0.041657,247,714,0.8696,VA
2731,166654.07,0.049573,77,727,0.7785,CA
2732,157020.15,0.051213,258,673,0.8842,FL
2733,613747.1,0.042975,213,673,0.8055,CA
2734,229107.62,0.042801,157,662,0.8322,NJ
2735,278859.24,0.067568,82,789,0.7564,FL
2736,235330.85,0.042726,142,670,0.8255,Other
2737,184427.13,0.063284,162,828,0.6386,FL
2738,253769.64,0.048135,68,707,0.851,CA
2739,852739.7,0.052244,190,818,0.6692,NJ
2740,527778.47,0.058118,57,724,0.7682,AZ
2741,192178.13,0.046514,52,670,0.8951,FL
2742,377531.14,0.058179,32,798,0.7553,VA
2743,194039.06,0.032036,240,803,0.7328,NY
2744,126834.02,0.056897,58,699,0.743,IL
2745,446314.85,0.027815,33,725,0.7352,NJ
2746,475461.78,0.050232,60,699,0.8363,AZ
2747,451677.41,0.061042,225,735,0.8159,IL
2748,228333.06,0.058723,110,745,0.7882,FL
2749,261699.17,0.039516,94,724,0.7705,NC
2750,395297.73,0.040803,186,658,0.8276,CA
2751,336439.36,0.045613,119,714,0.8139,TX
2752,236301.34,0.054362,118,772,0.689,TX
2753,136137.09,0.032181,199,731,0.7926,IL
2754,296927.67,0.052368,267,725,0.7239,WA
2755,458426.08,0.055614,236,698,0.7647,IL
2756,164569.01,0.04967,179,713,0.8129,NY
2757,376036.59,0.057753,253,803,0.7532,CA
2758,327483.77,0.054737,191,689,0.8424,Other
2759,395365.81,0.047083,165,772,0.6958,FL
2760,417645.8,0.033138,71,742,0.6847,CA
2761,206383.35,0.053834,62,751,0.7698,WA
2762,136266.56,0.042969,247,707,0.7144,AZ
2763,221885.38,0.046717,34,724,0.8414,FL
2764,420881.79,0.057291,140,740,0.7259,IL
2765,221039.84,0.066673,125,717,0.9122,VA
2766,206422.54,0.052119,143,755,0.7186,CA
2767,124292.43,0.058041,113,761,0.7845,Other
2768,620754.78,0.038055,192,838,0.6561,FL
2769,409041.19,0.054955,278,753,0.76,NJ
2770,398894.88,0.051901,311,654,0.8656,CA
2771,436034.4,0.064792,130,792,0.7768,CA
2772,365681.77,0.047095,115,731,0.839,CA
2773,252723.68,0.050084,78,831,0.7355,FL
2774,262054.07,0.063088,131,806,0.7732,Other
2775,232721.1,0.05158,121,717,0.7696,NJ
2776,923229.69,0.041412,115,772,0.784,FL
2777,362275.56,0.078016,203,713,0.787,NY
2778,228957.07,0.041714,142,740,0.8293,TX
2779,347831.54,0.051853,68,770,0.7591,PA
2780,178994.25,0.055967,227,790,0.7666,NJ
2781,555169.1,0.055176,73,780,0.759,FL
2782,209508.36,0.050603,152,743,0.8154,GA
2783,353446.87,0.050652,206,850,0.6418,NY
2784,455745.55,0.050151,210,724,0.7156,VA
2785,335422.38,0.041341,113,668,0.8934,PA
2786,294346.08,0.074002,154,676,0.9041,TX
2787,283469.82,0.0503,45,806,0.7155,CA
2788,275020.66,0.058469,142,737,0.8232,TX
2789,217615.64,0.049153,231,747,0.6923,AZ
2790,230436.92,0.048952,120,716,0.7703,WA
2791,548979.11,0.047946,155,720,0.8019,Other
2792,268648.34,0.037002,23,705,0.7243,NC
2793,198073.15,0.050894,166,761,0.6849,AZ
2794,223611.64,0.04843,147,736,0.7915,FL
2795,462853.93,0.064215,190,760,0.7319,PA
2796,382323.73,0.040533,184,755,0.7493,NY
2797,362996.38,0.046729,165,721,0.7766,WA
2798,251227.82,0.043516,305,674,0.7745,Other
2799,365131.6,0.066925,243,670,0.8313,NC
2800,211165.51,0.043806,192,850,0.6815,VA
2801,250991.33,0.058123,268,807,0.6913,AZ
2802,436442.55,0.062202,124,800,0.7016,CA
2803,418078.69,0.051039,147,710,0.7965,NJ
2804,181342.1,0.038732,148,740,0.821,NC
2805,191954.39,0.038858,132,703,0.8082,PA
2806,296237.26,0.061098,235,681,0.7361,IL
2807,613392.05,0.039894,123,714,0.7434,FL
2808,119132.99,0.05642,168,800,0.7733,TX
2809,319735.64,0.053643,198,778,0.7119,Other
2810,151870.05,0.056271,240,696,0.8147,NC
2811,212044.42,0.057216,107,726,0.8887,PA
2812,239427.81,0.043163,94,774,0.7814,CA
2813,233461.22,0.042745,77,714,0.6957,CA
2814,221857.78,0.059649,264,744,0.8487,NY
2815,283011.6,0.046207,121,758,0.7715,CA
2816,221712.11,0.025,113,758,0.7825,CA
2817,146077.73,0.058988,176,751,0.7854,CA
2818,400689.19,0.042137,82,711,0.8514,FL
2819,395850.73,0.057171,286,715,0.7982,CA
2820,412267.81,0.066428,131,689,0.7513,NC
2821,141021.76,0.052668,233,670,0.8584,PA
2822,322711.23,0.062458,123,735,0.7154,NJ
2823,382387.77,0.054038,238,777,0.8379,Other
2824,177363.94,0.068374,127,678,0.817,NJ
2825,283262.12,0.041879,148,752,0.7667,WA
2826,267715.47,0.052418,224,775,0.7151,TX
2827,646266.86,0.059232,210,657,0.8707,TX
2828,670663.78,0.050596,128,728,0.8134,FL
2829,133390.96,0.064022,197,814,0.6803,Other
2830,866543.12,0.04818,106,765,0.7804,AZ
2831,186866.25,0.073194,210,656,0.8581,NY
2832,438582.4,0.073722,182,770,0.7485,WA
2833,436578.77,0.055321,90,706,0.7726,TX
2834,180221.04,0.058026,153,771,0.8682,PA
2835,352205.65,0.064417,95,709,0.8667,CA
2836,268769.61,0.040628,125,738,0.8182,IL
2837,362017.74,0.03938,138,716,0.8577,TX
2838,312951.2,0.065064,21,740,0.795,IL
2839,483280.63,0.05524,162,714,0.7856,NY
2840,291830.9,0.050235,92,730,0.6567,IL
2841,261569.86,0.052611,103,687,0.7662,CA
2842,461957.84,0.02864,191,762,0.8687,NJ
2843,366289.1,0.050594,90,748,0.8309,FL
2844,392117.19,0.04497,105,667,0.855,CA
2845,209176.99,0.061681,259,785,0.6611,NJ
2846,176245.25,0.06245,49,732,0.8188,CA
2847,218496.45,0.058267,151,747,0.7599,NY
2848,213337.43,0.056455,104,774,0.7847,FL
2849,401832.12,0.037527,179,755,0.7111,IL
2850,437657.9,0.058406,87,792,0.7093,NJ
2851,263074.19,0.058794,101,727,0.8358,CA
2852,537086.03,0.064952,93,787,0.8346,TX
2853,522202.76,0.073682,238,746,0.7417,IL
2854,314748.6,0.035574,167,763,0.7096,WA
2855,194881.84,0.048615,94,758,0.8151,CA
2856,573159.6,0.045077,261,796,0.6672,CA
2857,274454.89,0.054225,35,772,0.6922,VA
2858,298574.37,0.052634,40,720,0.8111,FL
2859,242117.33,0.050159,155,711,0.9101,TX
2860,189017.4,0.062776,109,738,0.7393,TX
2861,145671.92,0.041486,150,706,0.7917,Other
2862,375041.04,0.042089,331,693,0.8273,NJ
2863,198286.76,0.042258,157,644,0.8417,CA
2864,1117706.14,0.048897,241,670,0.7539,NY
2865,173038.07,0.040214,166,829,0.741,TX
2866,160199.93,0.052014,139,710,0.816,CA
2867,354889.74,0.050845,146,826,0.7219,Other
2868,561401.19,0.044635,131,758,0.7569,NY
2869,290414.75,0.061238,325,738,0.8574,GA
2870,364947.61,0.051905,233,672,0.8152,AZ
2871,123057.09,0.063126,242,740,0.7261,TX
2872,207963.9,0.05055,204,825,0.7876,CA
2873,174010.85,0.052258,88,810,0.6078,TX
2874,120238.12,0.046872,144,752,0.7616,NC
2875,297342.84,0.05243,159,688,0.8224,FL
2876,102819.22,0.059622,174,697,0.8125,NJ
2877,155595.01,0.048387,68,702,0.7362,CA
2878,221518.81,0.057684,200,798,0.6692,CA
2879,194059.75,0.044373,202,813,0.763,NY
2880,337183.92,0.060091,58,749,0.8413,CA
2881,323680.14,0.046701,248,726,0.7716,VA
2882,421767.48,0.061017,140,810,0.6712,Other
2883,395763.73,0.05311,196,696,0.7299,Other
2884,471354.51,0.06771,214,742,0.8253,NY
2885,281851.81,0.040959,42,761,0.8113,TX
2886,323372.47,0.037738,239,701,0.6741,NJ
2887,355109.39,0.046338,191,711,0.6846,CA
2888,300663.06,0.038654,149,708,0.8153,Other
2889,235923.42,0.038673,319,804,0.7364,GA
2890,242898.97,0.058716,289,826,0.6797,TX
2891,195262.23,0.052458,321,745,0.7739,NC
2892,341030.63,0.047703,110,728,0.7783,TX
2893,270409.61,0.04863,202,713,0.8053,NC
2894,209310.03,0.046528,254,740,0.735,NY
2895,209397.54,0.069004,145,715,0.8016,WA
2896,163623.05,0.045145,137,736,0.7498,Other
2897,438220.99,0.039279,326,759,0.7252,FL
2898,292253.82,0.060461,126,722,0.7027,IL
2899,191327.14,0.050342,106,731,0.7792,TX
2900,405893.66,0.072888,130,732,0.8273,VA
2901,219212.76,0.047238,122,726,0.7762,NJ
2902,149802.75,0.06096,103,720,0.7801,Other
2903,446658.69,0.063322,95,774,0.8126,AZ
2904,221528.46,0.047287,168,660,0.9024,TX
2905,234684.05,0.045071,105,811,0.8036,CA
2906,287371.48,0.059914,97,746,0.8875,PA
2907,471731.45,0.058249,178,767,0.759,FL
2908,284650.33,0.038394,162,773,0.6928,TX
2909,164455.83,0.041216,52,708,0.7824,IL
2910,360318.86,0.027136,285,699,0.8451,IL
2911,226784.3,0.058454,152,694,0.8929,IL
2912,659716.71,0.049882,215,729,0.7373,FL
2913,281953.13,0.050878,164,771,0.7652,CA
2914,103180.38,0.035586,204,714,0.7635,TX
2915,331311.48,0.041519,184,767,0.7487,NC
2916,676757.99,0.04772,77,633,0.867,NY
2917,573299.83,0.045777,196,723,0.8142,NY
2918,643018.92,0.053678,40,793,0.8345,Other
2919,178279.52,0.058335,240,732,0.8109,AZ
2920,425265.34,0.075196,222,703,0.7914,CA
2921,203842.41,0.0523,188,710,0.7769,VA
2922,312053.59,0.063654,227,620,0.8771,TX
2923,159081.42,0.0442,184,694,0.7773,NC
2924,211080.51,0.035751,330,788,0.7443,CA
2925,208082.31,0.048977,197,714,0.6825,CA
2926,422671.21,0.036523,316,719,0.7881,Other
2927,404466.26,0.052647,165,635,0.8667,IL
2928,319518.0,0.044695,61,667,0.7869,FL
2929,153631.22,0.032957,230,794,0.7129,AZ
2930,245183.52,0.06986,58,768,0.8111,TX
2931,201641.69,0.047124,207,682,0.8912,CA
2932,417213.8,0.036124,256,712,0.7782,NY
2933,479348.51,0.061482,49,739,0.8071,GA
2934,453782.6,0.045214,222,686,0.7531,GA
2935,200817.39,0.063402,82,650,0.8452,NJ
2936,82224.62,0.045166,272,733,0.7978,NJ
2937,127371.99,0.047091,156,766,0.8332,NJ
2938,534844.93,0.055948,40,767,0.8156,FL
2939,235492.72,0.058432,202,779,0.7558,CA
2940,201223.99,0.060185,76,670,0.7966,CA
2941,590778.91,0.051603,12,743,0.8453,NC
2942,498481.61,0.057786,117,728,0.7737,VA
2943,285215.96,0.059956,239,736,0.806,NY
2944,247203.86,0.054506,63,730,0.7828,FL
2945,265814.63,0.051073,249,710,0.9063,PA
2946,312457.35,0.038047,260,620,0.8562,CA
2947,579558.15,0.058492,244,792,0.7796,IL
2948,341161.19,0.052922,212,755,0.7623,NY
2949,391097.85,0.048364,258,673,0.868,NY
2950,477429.39,0.065278,238,761,0.8423,CA
2951,166649.12,0.038222,138,720,0.6975,Other
2952,396205.32,0.06894,283,721,0.7936,CA
2953,247074.22,0.052277,228,705,0.7664,CA
2954,90921.99,0.055675,307,764,0.781,FL
2955,108263.54,0.04855,127,704,0.8466,VA
2956,178411.34,0.035829,189,691,0.8,NC
2957,358272.97,0.051104,145,791,0.7086,NJ
2958,296917.56,0.055847,96,732,0.7973,IL
2959,306497.54,0.059262,176,733,0.7226,NY
2960,678693.27,0.05052,132,771,0.7691,CA
2961,159358.18,0.030575,27,710,0.7658,TX
2962,278634.17,0.037083,181,719,0.8353,FL
2963,323513.46,0.07302,82,754,0.7017,IL
2964,202536.84,0.041575,147,671,0.813,GA
2965,285714.13,0.06677,160,750,0.7336,Other
2966,137313.62,0.043159,185,706,0.7953,NJ
2967,532031.4,0.050675,86,778,0.815,GA
2968,207580.28,0.058752,113,765,0.8001,Other
2969,703715.95,0.044298,253,759,0.7391,TX
2970,278002.82,0.068422,126,668,0.82,NY
2971,448033.87,0.053257,206,735,0.8287,NC
2972,275409.32,0.057109,60,687,0.7689,IL
2973,278219.4,0.049824,136,738,0.7829,AZ
2974,216898.94,0.059087,10,636,0.8422,IL
2975,297629.82,0.068288,276,671,0.8327,Other
2976,325494.03,0.051187,148,794,0.7725,CA
2977,198210.26,0.069797,287,757,0.7314,VA
2978,266660.08,0.046384,210,724,0.8429,TX
2979,214369.3,0.060141,53,699,0.9264,CA
2980,794008.01,0.057391,288,691,0.8538,CA
2981,270931.46,0.041814,34,749,0.7678,IL
2982,565437.17,0.054638,196,725,0.8512,FL
2983,258324.02,0.052574,159,810,0.6623,CA
2984,317007.1,0.043968,141,732,0.8632,PA
2985,155653.27,0.05608,69,743,0.7397,NJ
2986,230687.06,0.053963,310,678,0.9435,FL
2987,310128.06,0.051774,268,724,0.7584,IL
2988,575907.15,0.051814,204,748,0.806,WA
2989,311729.86,0.0516,267,723,0.7171,NC
2990,525798.93,0.048823,112,718,0.7889,NJ
2991,376370.04,0.053898,125,755,0.7127,WA
2992,586736.21,0.046061,85,808,0.6475,WA
2993,274698.94,0.079068,261,747,0.8341,FL
2994,827033.28,0.038407,233,791,0.6733,CA
2995,226742.82,0.046653,308,768,0.7184,CA
2996,199804.0,0.047443,170,789,0.6939,PA
2997,163648.52,0.072905,142,713,0.861,Other
2998,805292.71,0.039299,79,731,0.8389,CA
2999,407889.43,0.056759,282,731,0.8515,NJ
3000,242715.6,0.054984,39,765,0.7185,TX
3001,494874.87,0.055836,261,776,0.8155,IL
3002,384408.66,0.064863,106,746,0.7349,WA
3003,683346.52,0.064658,164,779,0.7076,VA
3004,140572.02,0.04799,133,715,0.7673,Other
3005,250343.17,0.05444,147,780,0.7113,NJ
3006,229088.89,0.033859,239,786,0.7346,GA
3007,116057.7,0.053491,15,770,0.7114,AZ
3008,454588.2,0.04456,119,746,0.7862,GA
3009,249776.44,0.050636,56,772,0.6211,Other
3010,393499.09,0.035646,54,700,0.827,TX
3011,815777.86,0.056549,185,749,0.7175,CA
3012,240635.91,0.035534,110,754,0.7341,CA
3013,233393.5,0.053983,38,680,0.8011,WA
3014,297568.25,0.040235,57,761,0.8085,CA
3015,439881.79,0.044004,139,684,0.855,VA
3016,218595.69,0.064047,35,721,0.7886,NY
3017,212366.17,0.058379,222,742,0.7425,GA
3018,453946.75,0.063992,320,707,0.8485,NC
3019,334498.51,0.068097,73,744,0.8662,NY
3020,112405.96,0.044772,71,743,0.7759,CA
3021,162522.82,0.06749,113,703,0.733,PA
3022,554352.55,0.037845,63,766,0.7217,Other
3023,338022.5,0.059961,57,706,0.8382,CA
3024,200187.93,0.047567,48,843,0.6663,TX
3025,261271.57,0.043197,63,735,0.7415,AZ
3026,283780.55,0.058645,251,687,0.782,CA
3027,392809.49,0.06195,155,696,0.8237,CA
3028,153090.03,0.061653,225,792,0.6571,AZ
3029,193217.71,0.054649,125,722,0.7943,NC
3030,318962.9,0.05382,142,679,0.8386,TX
3031,269702.41,0.057769,112,778,0.7237,Other
3032,364884.68,0.055538,128,721,0.7447,NC
3033,162222.1,0.057914,145,769,0.8051,CA
3034,331276.25,0.05454,227,782,0.676,NY
3035,461027.34,0.060928,110,752,0.778,WA
3036,351184.97,0.036228,127,848,0.7204,GA
3037,300318.93,0.051187,133,662,0.8573,IL
3038,270182.35,0.038662,219,703,0.8744,NY
3039,193748.65,0.055267,249,728,0.7339,TX
3040,273102.0,0.068919,149,842,0.6498,PA
3041,497259.67,0.047759,236,821,0.6849,CA
3042,267382.95,0.053773,167,798,0.893,VA
3043,189016.24,0.060065,63,704,0.8374,TX
3044,226044.87,0.031823,128,710,0.8414,CA
3045,308779.48,0.047279,200,703,0.8456,CA
3046,238450.9,0.056145,63,705,0.8151,VA
3047,350945.59,0.025,185,807,0.7729,NY
3048,356924.55,0.042732,144,729,0.6963,NY
3049,420854.49,0.063509,242,735,0.7983,NJ
3050,535310.25,0.06253,50,775,0.7703,IL
3051,441589.69,0.056243,74,665,0.8976,AZ
3052,185274.25,0.061322,175,742,0.7204,FL
3053,187851.96,0.054651,225,691,0.7695,TX
3054,272638.72,0.058054,211,727,0.7406,WA
3055,230261.54,0.049343,242,714,0.8292,NJ
3056,169016.73,0.053658,226,711,0.8326,IL
3057,231246.31,0.046176,286,750,0.7236,CA
3058,227856.01,0.065135,79,750,0.8668,WA
3059,208494.62,0.067716,246,730,0.8032,Other
3060,244726.06,0.066299,184,757,0.7711,NY
3061,479405.89,0.048419,157,701,0.8043,CA
3062,308555.53,0.042962,77,771,0.799,CA
3063,857961.14,0.06527,263,731,0.8075,FL
3064,304592.07,0.057939,75,718,0.894,NJ
3065,247575.39,0.055786,201,704,0.7513,NY
3066,282620.36,0.046164,68,729,0.7125,IL
3067,316608.54,0.056757,76,824,0.6683,TX
3068,343129.87,0.041647,133,737,0.8103,TX
3069,718212.02,0.058841,238,689,0.8039,Other
3070,192838.01,0.066289,222,781,0.8071,TX
3071,415222.88,0.06881,22,719,0.779,Other
3072,309739.77,0.059585,239,753,0.8225,IL
3073,139108.02,0.03868,213,713,0.7625,CA
3074,399039.01,0.054473,112,798,0.7876,PA
3075,499034.55,0.073897,135,713,0.8725,Other
3076,191811.93,0.043814,92,803,0.6958,WA
3077,280963.42,0.051908,238,693,0.8463,FL
3078,129779.3,0.066635,83,727,0.8049,CA
3079,160097.31,0.058671,179,803,0.7498,NY
3080,452079.49,0.077302,227,748,0.8371,CA
3081,228687.69,0.045171,219,842,0.738,FL
3082,171277.21,0.042602,200,728,0.8164,AZ
3083,312780.57,0.064741,314,752,0.8025,GA
3084,222997.18,0.040541,188,826,0.6401,VA
3085,228234.81,0.050532,137,672,0.8384,IL
3086,393445.06,0.051844,109,666,0.7907,CA
3087,167245.82,0.06286,123,704,0.8111,CA
3088,187697.27,0.058643,237,777,0.803,NC
3089,302348.62,0.057071,59,668,0.8436,NY
3090,436365.03,0.048476,101,767,0.6307,NJ
3091,492461.78,0.06465,211,764,0.7063,CA
3092,209132.28,0.09,129,831,0.7282,FL
3093,430120.05,0.059413,141,787,0.7113,CA
3094,198220.63,0.053497,108,756,0.805,TX
3095,641647.4,0.039521,130,801,0.6654,AZ
3096,169363.58,0.046125,316,764,0.7778,NC
3097,512889.38,0.050363,278,719,0.8203,WA
3098,209940.88,0.047154,63,688,0.8657,AZ
3099,697990.59,0.052339,182,714,0.7704,IL
3100,368094.26,0.07028,192,738,0.8208,FL
3101,178580.11,0.064972,39,748,0.8482,NJ
3102,223014.64,0.050912,57,644,0.7517,CA
3103,400925.76,0.040417,237,730,0.7915,VA
3104,453019.29,0.065874,29,741,0.6888,VA
3105,273259.72,0.052009,97,765,0.7148,NJ
3106,287821.63,0.035235,155,813,0.6762,FL
3107,396828.26,0.059624,25,748,0.7696,CA
3108,299332.21,0.062757,122,699,0.8353,CA
3109,157616.92,0.028241,145,658,0.8981,FL
3110,195665.47,0.044254,171,771,0.7656,Other
3111,313578.18,0.051395,76,701,0.8483,CA
3112,487461.74,0.059845,105,779,0.6914,Other
3113,583728.99,0.047343,199,803,0.7768,NJ
3114,400627.86,0.044179,224,671,0.6765,NY
3115,321027.11,0.059772,142,765,0.8341,CA
3116,395128.48,0.047817,26,798,0.7958,CA
3117,208973.37,0.057921,60,786,0.7766,IL
3118,263299.14,0.041385,231,646,0.97,PA
3119,194685.59,0.038977,137,702,0.7236,NY
3120,160823.99,0.060053,86,682,0.8705,TX
3121,327779.71,0.055025,223,764,0.7654,CA
3122,306655.73,0.061725,172,759,0.7753,TX
3123,384401.79,0.047174,139,620,0.8285,NC
3124,360681.41,0.044549,35,726,0.8122,PA
3125,314641.74,0.066107,146,776,0.7654,CA
3126,362390.45,0.03727,74,747,0.7393,VA
3127,276728.62,0.065015,206,747,0.7703,CA
3128,339694.22,0.065705,149,724,0.7285,VA
3129,203462.1,0.061101,216,692,0.8029,NJ
3130,333156.51,0.045622,218,739,0.8289,NC
3131,381088.9,0.044335,114,742,0.8273,CA
3132,208697.97,0.050399,234,768,0.7935,NC
3133,288752.28,0.03955,64,771,0.8005,NC
3134,213070.61,0.042883,123,744,0.8251,CA
3135,222586.7,0.058947,169,789,0.7043,CA
3136,170038.78,0.058993,129,723,0.8121,NC
3137,498619.58,0.042004,228,675,0.8921,NY
3138,455685.58,0.059261,57,761,0.6924,PA
3139,359275.66,0.057043,248,746,0.7054,CA
3140,685215.17,0.067599,108,762,0.6884,TX
3141,259066.34,0.058191,176,683,0.7414,NC
3142,1103826.22,0.063086,176,821,0.6555,TX
3143,254641.45,0.057271,137,772,0.7253,CA
3144,316423.57,0.062299,2,727,0.8672,CA
3145,235861.47,0.039629,200,698,0.7955,WA
3146,333549.48,0.051283,84,788,0.6615,FL
3147,410867.77,0.05211,66,690,0.8328,IL
3148,267998.76,0.050063,102,842,0.6799,IL
3149,627515.68,0.056939,289,712,0.7658,FL
3150,314147.27,0.058844,166,817,0.6821,CA
3151,318608.52,0.056423,192,732,0.8405,TX
3152,187390.7,0.050731,173,811,0.6464,CA
3153,340552.5,0.045143,80,707,0.726,AZ
3154,265584.34,0.063472,132,741,0.8025,NC
